1630,"Сигнал №1630/ СО14-КЦ-1245/  15.12.2014 13:21:29    ","Разрушени тротоари, липсващи бордюри","
            Уважаеми г-жо/г-не,
Почти всички тротоари в кв. Редута са разрушени - или имат огромни дупки, или имат издатини, които са големи, на някои дори вече напълно липсва настилката /плочки или асвалт/, а най-вече липсват бордюрите или ако ги има са дори под пътната настилка на улиците, леко загатващи се. Тротоари на конкретни улици, с описаните проблеми, които мога да изброя са:
- тротоара на ул. Атанас Узунов в участъка между ул. Острец и ул. Кадемлия
- тротоара на ъгъла на ул. Атанас Узунов и ул. Каймакчалан /магазин 345/
- тротоарите на ул. Стоил Войвода в участъка от ул. Георги Минчев до ул. Калиманци
- тротоарите на ул. Иларион Драгостинов в участъка от ул. Калиманци до ул. Кадемлия, също и част от тротоарите на ул. Кадемлия
- тротоари на ул. Велчо Атанасов в участъка от пкръстовището на ул. Атанас Узунов посока гара Подуене
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1631,"Сигнал №1631/ СО14-КЦ-1246/  15.12.2014 13:33:24    ","Избледняла, на места липсваща пешеходна пътека","
            Здравейте,
Бих искала да подам сигнал за доста избледняла, на места липсваща пешеходна пътека на спирката на автобус 72 на Ул. Атанас Узунов при пресичането и с ул. Кадемлия.
        ",Получил отговор,"Пътна сигнализация / Липсваща или избледняла пътна маркировка; несъответствие в сигнализацията, регулираща уличното движение","Пътна сигнализация "," Липсваща или избледняла пътна маркировка; несъответствие в сигнализацията, регулираща уличното движение"
1632,"Сигнал №1632/ Към СО14-КЦ-976-[1]/  15.12.2014 13:59:46    ",Неправомерно усвояване на място за паркиране,"
            Този сигнал е пряко свързан със сигнал&nbsp;№1628/ СО14-КЦ-1238/ 15.12.2014 12:02:37, но е с коригиран точен адрес!
В ж.к.""Бъкстон"", зад бл.3, в който се намира филиал на детска градина 116 ОДЗ има неправомерно усвояване на място за паркиране, заградено с верига и катинарче. Мястото е точно до задният вход на бл.3, пред детската градина, вдясно от входа на градината.&nbsp;Нарушителят&nbsp;се казва Порожанов и живее на 2-ри етаж над детската градина. Паркира автомобил АУДИ, комби, черен, с рег.№&nbsp;СА1878МВ. 
&nbsp;
В приложените снимки се вижда нарушението (окачената верига с катинара), върпосното Ауди и апартамента на Порожанов (над детската градина). Също така се вижда и телефона му, предоставен ни със съдействието на възпитателките от 116 ОДЗ.
Молим за бърза реакция по въпроса - премахване на преградите и санкциониране на нарушителя, защото дестката градина е подложена на постоянен тормоз от въпросният господин. 
Той има нахалството да претендира че си бил платил за мястото, но не показва никакви документи за това, нито пък са монтирани указателни знаци за това от СО. 
Така никой не може да спре или да ползва временно мястото докато си взима или оставя детето в градината!
Група родители на деца от 116 ОДЗ
        ",Приключен,Пътна инфраструктура / Неправомерно поставяне върху тротоари на ограждащи елементи,"Пътна инфраструктура "," Неправомерно поставяне върху тротоари на ограждащи елементи"
1633,"Сигнал №1633/  15.12.2014 14:17:42    ",непочистена градинка,"
            непочистена градинка
        ",Приключен,"Екология. Зелена система / Неизвозени/несъбрани сухи листа ","Екология. Зелена система "," Неизвозени"
1634,"Сигнал №1634/ СО14-КЦ-1248/  15.12.2014 14:23:02    ",Непочистена градинка.,"
            Зелената площ между улиците &quot;Цар Борис III&quot; и &quot;Райска градина&quot;, на спирката на трамвай N:5, е затрупана с листа, които са изгнили. Моля за тяхното отстраняване.&nbsp;
        ",Приключен,"Екология. Зелена система / Неизвозени/несъбрани сухи листа ","Екология. Зелена система "," Неизвозени"
1635,"Сигнал №1635/ СО14-КЦ-1250/  15.12.2014 15:22:57    ",Пропаднала канализационна шахта.,"
            Здравейте,&nbsp;
На посочената улица има пропаднала водосборна или канализаионна шахте, която съзадава огромен дискомфорт при преминаването през паркинга или при паркиране.
        ",В процес на обработка,Пътна инфраструктура / Пропадания/издигания на капаци на шахти и решетки на улични оттоци,"Пътна инфраструктура "," Пропадания"
1636,"Сигнал №1636/ Към СО14-КЦ-962-[1]/  15.12.2014 15:23:23    ","Счупени плочки на стълбите към подлеза ","
            Счупени 2 плочни и са поставени отстрани хоризонтално
        ",В процес на обработка,"Пътна инфраструктура / Липсващи, повредени или неефективни конструктивни елементи в подлези","Пътна инфраструктура "," Липсващи, повредени или неефективни конструктивни елементи в подлези"
1637,"Сигнал №1637/ СО14-КЦ-1249/  15.12.2014 15:31:44    ",Дупка на уличното платно.,"
            Голяма дупка като яма на уличното платно.
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1638,"Сигнал №1638/ СО14-КЦ-1251/  15.12.2014 15:38:20    ",Опасна шахта.,"
            На ъгъла на ул.&quot; Боряна&quot; и ул.&quot; Народен герой&quot; пред магазин за хранителни стоки на пътното платно &nbsp;има шахта на която липсва капака. Опасна за преминаващите граждани.
        ",В процес на обработка,Пътна инфраструктура / Счупени или липсващи решетки на дъждоприемни шахти,"Пътна инфраструктура "," Счупени или липсващи решетки на дъждоприемни шахти"
1639,"Сигнал №1639/ СО14-КЦ-1253/  15.12.2014 15:38:49    ","Несветещи няколко лампи,от уличното осветление.","
            По няколко от стълбовете не светят лампите,включително и важни такива,като тази при спирката на автобус № 72 пред храм Св. Троица и тази на кръстовището на улиците Калиманци и Атанас Узунов.
        ",В процес на обработка,Улично осветление / Неработещи единични лампи от уличното осветление,"Улично осветление "," Неработещи единични лампи от уличното осветление"
1640,"Сигнал №1640/ СО14-КЦ-1252/  15.12.2014 15:40:23    ",Теч в подлеза на бул.&quot;България&quot; и &quot;Тодор Каблешков&quot;,"
            В източната част на подлеза на бул.&quot;България&quot; и &quot;Тодор Каблешков&quot;, след стълбите, има теч на фекални води.
        ",В процес на обработка,"Пътна инфраструктура / Липсващи, повредени или неефективни конструктивни елементи в подлези","Пътна инфраструктура "," Липсващи, повредени или неефективни конструктивни елементи в подлези"
1641,"Сигнал №1641/ СО14-КЦ-1254/  15.12.2014 15:46:16    ",На това място на ул.Могилата в кв.Витоша повече от една година тече вода от канализацията.,"
            На това място на ул.Могилата в кв.Витоша повече от една година тече вода от канализацията.С настъпване на по-студени месеци водата замръзва и се създават изключително тежки условия за преминаване на коли.Съществува голяма опастност от предизвикване на ПТП.
        ",Приключен,Водоснабдяване и канализация / Безконтролно изливане на вода от битови или производствени имоти,"Водоснабдяване и канализация "," Безконтролно изливане на вода от битови или производствени имоти"
1642,"Сигнал №1642/ СО14-КЦ-1282/  15.12.2014 15:46:46    ",Става въпрос за кучета,"
            Добър ден, проблема са няколко кучета, които се въртят около входа на Кауфланд от към улица Скопие. Не всеки път, но по някой път са доста агресивни. Моля да вземете отношение по въпроса. Благодаря ви.
        ",Приключен,Проблеми с кучета / Ухапвания/нападения от кучета,"Проблеми с кучета "," Ухапвания"
1643,"Сигнал №1643/ СО14-КЦ-1255/  15.12.2014 15:49:10    ","Несветещи няколко лампи,от уличното осветление.","
            Не светят лампите на два от стълбовете на уличното осветление,като единият от тях е силно наклонен( този на ъгъла на улиците Манастирска и Атанас Узунов)
        ",В процес на обработка,Улично осветление / Неработещи единични лампи от уличното осветление,"Улично осветление "," Неработещи единични лампи от уличното осветление"
1644,"Сигнал №1644/ СО14-КЦ-1256/  15.12.2014 15:53:05    ",улично осветление,"
            Уличното осветление на ул. Клек около No: 9 не работи.
        ",В процес на обработка,Улично осветление / Неработещи единични лампи от уличното осветление,"Улично осветление "," Неработещи единични лампи от уличното осветление"
1645,"Сигнал №1645/ СО14-КЦ-1257/  15.12.2014 16:06:37    ",Липсващ забранителен знак.,"
            На ъгъла на ул. &quot;Майор Томпсън &quot; и ул. &quot; Драгалевска&quot; липсва забранителен знак за организация на движението. Преди известно време се е установила липсата на знака и това създава неудобство&nbsp;за гражданите.Улицата е еднопосочна.
        ",Получил отговор,"Пътна сигнализация / Липсващи или повредени пътни знаци ","Пътна сигнализация "," Липсващи или повредени пътни знаци "
1646,"Сигнал №1646/ СО14-КЦ-1258/  15.12.2014 16:38:43    ",Голямо количество боклук.,"
            На кръстовището на ул. ""Ген. Кутузов"" и ул. ""Велики прелом"", до кофите за боклук, е нахвърлян боклук с&nbsp;диаметър около 50 метра. Не просто нахвърлян боклук, а буквално планини от боклук.
        ",Получил отговор,"Сметосъбиране и сметоизвозване / Незаконно депонирани едрогабаритни, строителни и други отпадъци","Сметосъбиране и сметоизвозване "," Незаконно депонирани едрогабаритни, строителни и други отпадъци"
1647,"Сигнал №1647/ СО14-КЦ-1262/  15.12.2014 16:45:37    ",Изоставен автомобил,"
            Изоставен автомобил без регистрационен номер на 10 метра от кошовете за боклук.
        ",В процес на обработка,"Замърсяване на обществени площи / Излезли от употреба (изоставени) автомобили. ","Замърсяване на обществени площи "," Излезли от употреба (изоставени) автомобили. "
1648,"Сигнал №1648/ СО14-КЦ-1259/  15.12.2014 16:53:17    ",Дупки по пътното платно,"
            Лошо състояние на пътната настилка на ул.Цветна градина.
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1649,"Сигнал №1649/ СО14-КЦ-1267/  15.12.2014 16:55:06    ",Дупка в паважа,"
            В началото на ул. "" Йосиф Петров"", веднага след светофара на кръстовището с ул.""арх. Йордан Миланов"", на пътното платно има изровени павета и се е образувала дупка, която е предпоставка за ПТП с насрещното движение
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1650,"Сигнал №1650/ СО14-КЦ-1260/  15.12.2014 16:59:02    ",Опасна дупка,"
            На платното на бул.&quot;Прага&quot;, на спирката на ТБ 2и 9, срещу баня &quot;Мадара&quot;, посока бул.&quot;Пенчо Славейков&quot; има образувана голяма дупка, от която се вадят павета и представлява опасност.
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1651,"Сигнал №1651/ СО14-КЦ-1261/  15.12.2014 16:59:48    ",Напречна вдлъбнатина по цялата широчина на улицата,"
            На мястото е възникнала вдлъбнатина по цялата широчина на улицата и няма възможност да бъде избегната.&nbsp;
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1652,"Сигнал №1652/ СО14-КЦ-1263/  15.12.2014 17:04:35    ",Съществуват много дълбоки дупки,"
            Възникнали са много дълбоки дупки на пътната настилка
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1653,"Сигнал №1653/ Към СО14-КЦ-818-[1]/  15.12.2014 17:20:04    ",Дупката с дълбочина над метър създава опасност за пешеходци и автомобили,"
            Липсващия капак на шахта на кръстовището на булевард &bdquo;Джавахарлал Неру&ldquo; и булевард &quot;Доктор Петър Дертлиев&quot;. Дупката с дълбочина над метър създава опасност за пешеходци и автомобили, защото се намира и на пешеходна пътека
        ",Приключен,Пътна инфраструктура / Счупени или липсващи решетки на дъждоприемни шахти,"Пътна инфраструктура "," Счупени или липсващи решетки на дъждоприемни шахти"
1654,"Сигнал №1654/ СО14-КЦ-1264/  15.12.2014 17:42:03    ",Достъп до копчето на светофара,"
            Копчето на светофар на междинното пространсто от лявата страна на бул. Драган Цанков на пресечката с бул. ""д-р Г.М. Димитров"" по посока КАТ при мокро време е заобиколен от локва и кал и не може да се достъпи от пешеходците, които се намират там, за да преминат на отсрещната страна.&nbsp;
Вижте прикачената снимка.
        ",Получил отговор,Пътна сигнализация / Неработещи или недобре регулирани светофарни уредби,"Пътна сигнализация "," Неработещи или недобре регулирани светофарни уредби"
1655,"Сигнал №1655/ Към СО14-КЦ-1263-[1]/  15.12.2014 17:42:41    ",асфалтна настилка липсва - образувани са големи ями,"
            Асфалтната настилка по улица Хемус пред блокове 59, 62 и 63 е в изключително ужасно състояние. На места липсва, на други места е разрушена до формата на ситен чакъл. При валежи от сняг и дъжд се образуват огромни ями, през които превозните средства едва минават, за пешеходци не говорим. Често пъти до кофата за боклук не може да се стигне. Такситата отказват да дойдат до адрес, тъй като при най-малко невнимание могат да ударят шасито на колата си.
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1656,"Сигнал №1656/ СО14-КЦ-1265/  15.12.2014 17:48:56    ",Няма тротоар от едната страна на улицата,"
            
        ",Получил отговор,Пътна инфраструктура / Липсващи тротоари,"Пътна инфраструктура "," Липсващи тротоари"
1657,"Сигнал №1657/  15.12.2014 18:18:05    ","Липсва асвалт ","
            
        ",Отхвърлен,Пътна инфраструктура / Липсващи тротоари,"Пътна инфраструктура "," Липсващи тротоари"
1658,"Сигнал №1658/ СО14-КЦ-1268/  15.12.2014 18:32:06    ",Неработеща улична лампа,"
            
        ",В процес на обработка,Улично осветление / Неработещи единични лампи от уличното осветление,"Улично осветление "," Неработещи единични лампи от уличното осветление"
1659,"Сигнал №1659/ СО14-КЦ-1269/  15.12.2014 19:43:13    ","Дупки по улицата , сериозни следи от износване на улицата.","
            Сериозно износване на уличната инфраструктура .
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1660,"Сигнал №1660/ СО14-КЦ-1283/  15.12.2014 19:46:11    ",Разрушена настилка на междублоково пространство,"
            Моля да обърнете внимание на инфраструктурата в района и конкретно мястото, което съм ви посочил. Районът е един от най-зле поддържаните.
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1661,"Сигнал №1661/ СО14-КЦ-1270/  15.12.2014 19:49:21    ",Изоставени сгради на спирка ж.к. Гоце Делчев,"
            Изоствени и срутващи се сгради на спирката . Това предпоставя събирането на бездомни хора и кучета . Сериозно замърсена област . Липса на тоалетни за шофьорите на автобусите което предпоставя изпозването на зоната около изоставените сгради за тоалетна , което създава проблеми с хигиената около спирката.
        ",В процес на обработка,Сгради/строежи / Изоставени и/или самосрутващи се сгради,Сгради,"строежи "
1662,"Сигнал №1662/ Към СО14-КЦ-974-[1]/  15.12.2014 19:54:14    ",Няма улично осветление на цялата улица,"
            
        ",В процес на обработка,Улично осветление / Неработещо улично осветление в цели квартали или улици,"Улично осветление "," Неработещо улично осветление в цели квартали или улици"
1663,"Сигнал №1663/ СО14-КЦ-1274/  15.12.2014 21:17:19    ",Уличното осветление не функционира,"
            Нито една от новите монтирани наскоро лампи не свети. Моля да се въведат в експлоатация. Улицата е в непрогледен мрак.
        ",В процес на обработка,Улично осветление / Неработещо улично осветление в цели квартали или улици,"Улично осветление "," Неработещо улично осветление в цели квартали или улици"
1664,"Сигнал №1664/ СО14-КЦ-1272/  15.12.2014 21:19:48    ",Паркиране в зелена площ,"
            Искам да подам сигнал за масово паркиране в зелена площ. Става дума за зелената площ намираща се близо до последна спирка на трамвай номер 7 &quot;Мтеростанция Хан Кубрат&quot; и по-конкретно участъка между бул. &quot;Ломско шосе&quot; №1 и 25. Освен че паркират в зелената площ, оттам се изнася и количество земна маса под формата на кал.
        ",Приключен,Паркиране / Неправилно паркирали автомобили в зелени площи.,"Паркиране "," Неправилно паркирали автомобили в зелени площи."
1665,"Сигнал №1665/ СО14-КЦ-1271/  15.12.2014 21:20:18    ","Няма настилка на улицата. Черен път. Кал, кал, кал.","
            Няма настилка на улицата. Черен път. Кал, кал, кал. Локви. Море.
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1666,"Сигнал №1666/ Към СО14-КЦ-1259-[1]/  15.12.2014 21:23:04    ","Няма настилка на улицата. Черен път. Кал, кал, кал.","
            Пътното платно трябва да се асфалтира. Моментно състояние - наводнен черен път.
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1667,"Сигнал №1667/ Към СО14-КЦ-1163-[1]/  15.12.2014 21:29:43    ",Зебрата да се боядиса с трайна боя.,"
            Зебрата я боядисвате вече няколко пъти и се отмива при първия дъжд. Използвайте боя за маркиране на пътищата. Ако не знаете каква е тази боя - да питат Ангела Меркел.
        ",Получил отговор,"Пътна сигнализация / Липсваща или избледняла пътна маркировка; несъответствие в сигнализацията, регулираща уличното движение","Пътна сигнализация "," Липсваща или избледняла пътна маркировка; несъответствие в сигнализацията, регулираща уличното движение"
1668,"Сигнал №1668/ СО14-КЦ-1273/  15.12.2014 21:30:35    ",Неосветен подлез на бул. П. Ю. Тодоров при пазара Иван Вазов,"
            Подлезът е неосветен и неподходящ и опасен&nbsp;за използване след залез слънце. Няма алтернатива за пресичането на платното по безопасен начин.
        ",В процес на обработка,Улично осветление / Липсващо (неизградено) улично осветление,"Улично осветление "," Липсващо (неизградено) улично осветление"
1669,"Сигнал №1669/  15.12.2014 21:51:10    ","Неправилно паркирали автомобили, които създават задръстване.","
            Неправилно паркирали автомобили отляво на пътното платно в лентата за престрояване които създават задръстване. Пропускливостта през кръстовището се намаля наполовина.
        ",Отхвърлен,Паркиране / Неправилно паркирали автомобили в зелени площи.,"Паркиране "," Неправилно паркирали автомобили в зелени площи."
1670,"Сигнал №1670/ СО14-КЦ-1275/  15.12.2014 21:53:59    ",Липсват тротоари от двете страни на улицата,"
            Липсват тротоари от двете страни на улицата. Разминаването на коли с пешеходци е невъзможно.
        ",В процес на обработка,Пътна инфраструктура / Липсващи тротоари,"Пътна инфраструктура "," Липсващи тротоари"
1671,"Сигнал №1671/ СО14-КЦ-1276/  15.12.2014 21:57:47    ",Незаконно сметище,"
            Незаконно сметище. Изхвърляне на строителни отпадъци.
        ",Приключен,"Сметосъбиране и сметоизвозване / Незаконно депонирани едрогабаритни, строителни и други отпадъци","Сметосъбиране и сметоизвозване "," Незаконно депонирани едрогабаритни, строителни и други отпадъци"
1672,"Сигнал №1672/ СО14-КЦ-1277/  15.12.2014 22:00:08    ",Зебрата да се боядиса с трайна боя.,"
            Зебрата не се вижда. Само пешеходците знаят за нея. Създава се риск за инциденти. Минават и много майки с деца.
        ",Получил отговор,"Пътна сигнализация / Липсваща или избледняла пътна маркировка; несъответствие в сигнализацията, регулираща уличното движение","Пътна сигнализация "," Липсваща или избледняла пътна маркировка; несъответствие в сигнализацията, регулираща уличното движение"
1673,"Сигнал №1673/ СО14-КЦ-1278/  16.12.2014 00:33:18    ",Неработещо улично осветление,"
            Здравейте, осветлението в уличката между 17-ти и 18-ти блок от няколко седмици не работи. Също така осветлението между детската градина и 17ти блок има няколко неработещи лампи. Благодаря.
        ",В процес на обработка,Улично осветление / Неработещо улично осветление в цели квартали или улици,"Улично осветление "," Неработещо улично осветление в цели квартали или улици"
1674,"Сигнал №1674/ Към СО14-КЦ-1231-[1]/  16.12.2014 09:03:23    ",Неработещо улично осветление на пл. &quot;Княз Александър І&quot;,"
            Снощи - 15.12.2014 г. осветлението на двтата стълба беше включено, но много от крушките не светят, или не светят качествено
        ",В процес на обработка,Улично осветление / Неработещо улично осветление в цели квартали или улици,"Улично осветление "," Неработещо улично осветление в цели квартали или улици"
1675,"Сигнал №1675/ СО14-КЦ-1279/  16.12.2014 09:18:07    ",блъснат пътен знак,"
            Блъснат и изкривен пътен знак В27 - ""Забранен престой и паркиране""
        ",Получил отговор,"Пътна сигнализация / Липсващи или повредени пътни знаци ","Пътна сигнализация "," Липсващи или повредени пътни знаци "
1676,"Сигнал №1676/ Към СО14-КЦ-966-[1]/  16.12.2014 09:22:07    ",Проблемът не е решен и само с глоби няма да бъде.,"
            С настъпването на калните и мокри месеци положението драстично се влошава. Трябва спешно да се вземат мерки, за да спре това. Тази кал отива в домовете ни, а от улиците в дробовете ни.&nbsp;
        ",Приключен,Паркиране / Неправилно паркирали автомобили в зелени площи.,"Паркиране "," Неправилно паркирали автомобили в зелени площи."
1677,"Сигнал №1677/ СО14-КЦ-1280/  16.12.2014 09:41:35    ",Неработещо улично осветление,"
            Продължава да не работи уличното осветление на ул. &bdquo;Марин Дринов&ldquo; №29, №31, както и на ул.""Васил Априлов"" в участъка между бул. ""Я. Сакъзов"" и ул. ""М. Дринов""
        ",В процес на обработка,Улично осветление / Неработещи единични лампи от уличното осветление,"Улично осветление "," Неработещи единични лампи от уличното осветление"
1678,"Сигнал №1678/ Към СО14-КЦ-1073-[1]/  16.12.2014 09:46:41    ",Голяма дупка на пътното платно.,"
            На кръстовището на ул. &quot;Монтевидео&quot; и &quot;Народно хоро&quot; се е образувала голяма дупка&nbsp;с размер около 1 метър в диаметър&nbsp;в следствие на извадени павета.&nbsp; Дупката създава предпоставки за ПТП и затруднява движението.
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1679,"Сигнал №1679/ Към СО14-КЦ-1073-[3]/  16.12.2014 11:06:51    ",изкъртени павета,"
            Изкъртени павета, които образуват голяма дупка точно на къстовището.&nbsp;
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
1680,"Сигнал №1680/ СО14-КЦ-1285/  16.12.2014 11:16:59    ",При нормален дъжд канализацията прелива.,"
            При нормален дъжд канализацията прелива. Отпадните води се изливат по пътното платно и наводняват подземните етажи на жилищните сгради.
        ",В процес на обработка,Водоснабдяване и канализация / Запушена улична канализация,"Водоснабдяване и канализация "," Запушена улична канализация"
1681,"Сигнал №1681/ СО14-КЦ-1284/  16.12.2014 11:19:47    ",Липсват указателни табели с имената на улиците.,"
            Липсват указателни табели с имената на улиците.
        ",В процес на обработка,Пътна сигнализация / Липсващи или повредени указателни табели и табели с имената на улиците,"Пътна сигнализация "," Липсващи или повредени указателни табели и табели с имената на улиците"
1682,"Сигнал №1682/ СО14-КЦ-1286/  16.12.2014 11:25:58    ",Преминаващи и паркирани автомобили на пешеходната зона зад училище &quot;Братя Миладинови&quot;,"
            Дъщеря ми е в първи клас на СОУ ""Братя Миладинови"", гр. София. На първата родителска среща ни обясниха, че централният вход на училището не се ползва от съображения за сигурност за децата поради близостта до бул. ""Ал. Стамболийски"". Обясниха ни, че излизането става от улица ""Брегалница"", тъй като е пешеходна зона. С ужас установих, че това не е така, коли преминават почти като по улица, колчетата са избити, а автомобили навлизат в училищния двор, за да обръщат. Шофьорите са изключително агресивни и непрекъснато натискат клаксоните, за да освободим тротоара докато си взимаме или водим децата на училище. Въпрос на време е да стане някой нещастен случай и след това да се питаме кой е виновен. Моля, ако тази дейност не е от Вашата компетенция да я препратите към съответната администрация или да ми съобщите аз да го направя.
С уважение, Росица Радева
        ",Получил отговор,Пътна инфраструктура / Липсващи или повредени стационарни антипаркинг стълбчета,"Пътна инфраструктура "," Липсващи или повредени стационарни антипаркинг стълбчета"
1683,"Сигнал №1683/ СО14-КЦ-1287/  16.12.2014 11:48:24    ",разрушен тротоар,"
            Тротоарните плочки поради интензивния поток от хора са разместени. Хората се&nbsp;спъват се в тях, при дъжд шльопат и&nbsp;омокрят неприятно стъпилите върху тях минувачи! Същото е положението на спирка 0217 на &quot;Пазара ПЪТЕКИТЕ&quot; - Младост-1
        ",В процес на обработка,"Пътна инфраструктура / Дупки, пропадане или издигане на настилката на пътното платно или тротоара ","Пътна инфраструктура "," Дупки, пропадане или издигане на настилката на пътното платно или тротоара "
